UNITID_P,INSTNM,BRANCH,ADDRESS,CITY,STATE,ZIP,SECTOR_CD,SECTOR_DESC,VANDAL_NAT,MEN_TOTAL,WOMEN_TOTAL,TOTAL,WEAPON,DRUG,LIQUOR,MURD,NEG_M,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,MURD_RAC,MURD_REL,MURD_SEX,MURD_GEN,MURD_DIS,MURD_ETH,NEG_M_RAC,NEG_M_REL,NEG_M_SEX,NEG_M_GEN,NEG_M_DIS,NEG_M_ETH,FORCIB_RAC,FORCIB_REL,FORCIB_SEX,FORCIB_GEN,FORCIB_DIS,FORCIB_ETH,NONFOR_RAC,NONFOR_REL,NONFOR_SEX,NONFOR_GEN,NONFOR_DIS,NONFOR_ETH,ROBBE_RAC,ROBBE_REL,ROBBE_SEX,ROBBE_GEN,ROBBE_DIS,ROBBE_ETH,AGG_A_RAC,AGG_A_REL,AGG_A_SEX,AGG_A_GEN,AGG_A_DIS,AGG_A_ETH,BURGLA_RAC,BURGLA_REL,BURGLA_SEX,BURGLA_GEN,BURGLA_DIS,BURGLA_ETH,VEHIC_RAC,VEHIC_REL,VEHIC_SEX,VEHIC_GEN,VEHIC_DIS,VEHIC_ETH,ARSON_RAC,ARSON_REL,ARSON_SEX,ARSON_GEN,ARSON_DIS,ARSON_ETH,SIM_A,SIM_A_RAC,SIM_A_REL,SIM_A_SEX,SIM_A_GEN,SIM_A_DIS,SIM_A_ETH,LAR_T,LAR_T_RAC,LAR_T_REL,LAR_T_SEX,LAR_T_GEN,LAR_T_DIS,LAR_T_ETH,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_DIS,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_DIS,VANDAL_ETH,YEAR,RAPE,FONDL,INCES,STATR,MURD_GID,MURD_ET,MURD_NAT,RAPE_RAC,RAPE_REL,RAPE_SEX,RAPE_GEN,RAPE_GID,RAPE_DIS,RAPE_ET,RAPE_NAT,FOND,FOND_RAC,FOND_REL,FOND_SEX,FOND_GEN,FOND_GID,FOND_DIS,FOND_ET,FOND_NAT,INCE,INCE_RAC,INCE_REL,INCE_SEX,INCE_GEN,INCE_GID,INCE_DIS,INCE_ET,INCE_NAT,STAT,STAT_RAC,STAT_REL,STAT_SEX,STAT_GEN,STAT_GID,STAT_DIS,STAT_ET,STAT_NAT,ROBBE_GID,ROBBE_ET,ROBBE_NAT,AGG_A_GID,AGG_A_ET,AGG_A_NAT,BURGLA_GID,BURGLA_ET,BURGLA_NAT,VEHIC_GID,VEHIC_ET,VEHIC_NAT,ARSON_GID,ARSON_ET,ARSON_NAT,SIM_A_GID,SIM_A_ET,SIM_A_NAT,LAR_T_GID,LAR_T_ET,LAR_T_NAT,INTIM_GID,INTIM_ET,INTIM_NAT,VANDAL_GID,VANDAL_ET
,,,,,,,,,,,,,1,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
