,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Concordia University,22.091429497057298,100.0,100.0,100.0,67.72488151146096,100.0,51.18071749534651,75.62827060261861,298.46836787751437,32.83580704179079,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,377.7932686596398,100.0,100.0,100.0,100.0,9845.644092362503,100.0,100.0,100.0,411.60521359524785
Claremont Graduate University,100.0,97.95726994157377,99.68009053830895,100.0,50.685515651814384,100.0,76.07691713884763,48.36176049920226,9.878688912537756,79.00847991439062,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,73.8537329658545,11.032563985775273,100.0,88.95421936088452
Claremont McKenna College,276.0958003035925,11.122240318380973,52.99042056773712,100.0,763.653356894736,100.0,135.6701837205615,69.56556784913118,1050.8514713029415,701.5643984327257,1789.8288038872256,100.0,100.0,100.0,100.0,12569.72727272727,100.0,376.0445472335882,100.0,4290.95241220873,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1080.5343592277557,1312.0304534536724,100.0,821.2697277540016
The Fashion Institute of Design & Merchandising-Los Angeles,100.0,100.0,100.0,100.0,100.0,100.0,409.0603394884627,100.0,36.07682103013739,30.743102356663872,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.49625821485199
Fuller Theological Seminary in California,100.0,100.0,100.0,100.0,11.660949542589995,100.0,67.85920325588032,100.0,69.73037757312504,34.40939027425796,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.23937252018291
Harvey Mudd College,100.0,12.390768279784426,46.83354738072894,100.0,560.9420914124146,100.0,28.25256212875144,100.0,571.0330490600423,772.4284607176567,100.0,100.0,100.0,100.0,100.0,100.0,100.0,677.1954674909817,100.0,7068.716315665917,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1196.5830219048455,2046.310221171553,100.0,474.3964220378961
Holy Names University,100.0,496.9539728616708,153.4716182437775,100.0,32.34112687301082,100.0,1.5334632713009584,64.57648152399165,219.4171371732001,66.50943745506683,100.0,100.0,100.0,100.0,100.0,100.0,100.0,496.6956509473374,100.0,100.0,2256.348358841495,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,190.24522647471412
ITT Technical Institute-San Diego,100.0,100.0,100.0,100.0,100.0,100.0,100.0,133.69613517668722,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.05300422427148
ITT Technical Institute-San Dimas,91.33250897392799,100.0,100.0,100.0,100.0,100.0,139.78660492992947,72.52734811701743,100.0,63.113044423799394,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.96123457639607
ITT Technical Institute-Anaheim,100.0,100.0,100.0,100.0,100.0,100.0,876.7963275484194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.2748852358881
John F Kennedy University,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,170.27371005038444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,381.54206766785126,1110.9645500899214,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,142.58688524400492
University of La Verne,20.60496313789581,73.31670698731585,78.00392757019831,100.0,70.08812334435636,100.0,62.68694789594387,32.88280290358507,19.306404806941757,19.623905446341542,70.07882816826698,100.0,100.0,100.0,100.0,100.0,100.0,62.31454757161767,5.229989217995233,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.633997457210526,53.745557587902226,799.8722519113725,99.88715481271699
Life Chiropractic College-West,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,424.0207411689367,751.6171618568717,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,130.48868446955652
Southern California University of Health Sciences,100.0,100.0,100.0,100.0,100.0,100.0,987.2346763793853,100.0,127.54177782499471,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,128.5867641938869
Loyola Marymount University,60.35651649632047,264.4139219610683,70.30212157078945,100.0,63.86465800141605,100.0,80.1267931562256,92.85057712806916,81.9633240292301,45.925598776475724,52.1912893781605,100.0,100.0,100.0,100.0,100.0,100.0,39.78534998783581,51.42562084751919,100.0,100.0,100.0,100.0,240.3726344714149,278.9370216282747,814.4037490703093,100.0,100.0,100.0,100.0,100.0,100.0,126.15372426572218
Mills College,177.1545542046803,31.981183200221096,84.43988082130423,100.0,138.668041085857,100.0,30.531460701574435,49.94861201136526,56.29118463707832,159.9049983202134,234.23909072639003,100.0,100.0,100.0,100.0,100.0,100.0,741.9423827456147,100.0,3782.965321146292,100.0,100.0,100.0,69.97177527773754,341.53587600883543,100.0,100.0,100.0,100.0,51.84857148307953,100.0,100.0,242.23196663657012
Musicians Institute,39.024174089750154,100.0,100.0,100.0,100.0,100.0,740.5944704248122,9.965604903804797,92.0034676302371,48.01744536872336,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,113.4251613255415
Notre Dame de Namur University,10.339646816862592,286.7854819523797,146.8038420567851,100.0,112.32708055764411,100.0,100.0,870.1767702024803,17.69191576050995,61.78178697848078,100.0,100.0,638.4420599174864,100.0,2357.3015440192066,100.0,100.0,240.46369729268062,100.0,100.0,1244.489561951776,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7.893472637969958,143.76273923457146,100.0,251.19561248058858
Hope International University,100.0,88.41717170433846,88.8138356039193,100.0,100.0,100.0,9.56646149741562,95.20179515342447,5.36813912885734,23.03347626514774,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.104281556085999,100.0,88.20328627841215
Pacific Lutheran Theological Seminary,100.0,100.0,100.0,100.0,2111.1794771825034,100.0,2045.3425115439882,100.0,124.49387410355135,2089.02979479607,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,286.56392680081603
Pacific Union College,100.0,43.79597462924555,87.19702716056287,100.0,100.0,100.0,100.0,158.32425145786863,294.48392113313434,184.93297724069768,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.39794223817216
University of the Pacific,168.98105954941224,35.064585754174125,95.59949661912233,100.0,70.96466226719396,1130.3886090280046,84.60199824142958,24.92679754385568,44.45908662441111,107.4702992596758,42.074619556326084,100.0,110.98344569071041,409.30020291732967,100.0,100.0,100.0,2.7246579163769584,100.0,797.2508990023716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.650627811940536,30.353503075836734,100.0,148.89982971431783
Patten University,100.0,81.88231882853125,100.0,100.0,100.0,100.0,112.18211683383892,100.0,11.186982652500923,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.03910682233972
Pepperdine University,150.35772398259678,75.53853628691543,82.39619437028762,100.0,48.44531977472519,100.0,93.17913717968612,95.09236400172315,65.59040030065611,81.4406363434085,50.77342182399639,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.09054190563374,57.72321094999209,100.0,93.30085896623815
Pitzer College,100.0,392.75169960809626,119.24719326689615,100.0,122.35037473758103,100.0,100.0,100.0,769.1187014034493,193.49741481551268,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,134.28016824473548
Platt College-San Diego,100.0,95.9564025199485,94.93389706465584,100.0,100.0,100.0,1036.5415670863133,100.0,20.71301183781587,28.853983298898623,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.28121443148851
Point Loma Nazarene University,100.0,58.49248117768548,85.95904555902689,100.0,59.917917125632194,100.0,100.0,100.0,5.804497620370132,138.0834515376644,40.3308846190382,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.37435059932317,100.0,100.0,93.06133213246063
Pomona College,48.48330971886316,315.5327575559509,279.23273363817134,100.0,565.4439210592326,100.0,287.3783600911371,7.093279593365953,960.6976685733614,888.1671196275,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.62228145111136,100.0,100.0,672.5114823919467,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,870.2403946252579,1180.5506590426637,100.0,255.34231148026757
University of Redlands,494.63935191650796,295.01865494960794,218.12449760290033,100.0,231.7610361085708,1509.033884338017,57.44276527624466,28.384738110896173,211.930359610652,428.35636622039175,26.25265873068657,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.725930668862028,100.0,100.0,276.6220679447038,100.0,100.0,60.60240090734877,8.920179645558186,2937.615370432518,265.2321957019833
San Diego State University,201.17606662353475,18.794645006288576,39.97215507388686,100.0,4.104457269366253,100.0,95.06743063871555,36.92852390589522,12.350801974577722,200.98692527962214,12.250112859420879,100.0,58.31119261557783,100.0,100.0,100.0,100.0,90.38954694738761,100.0,100.0,100.0,100.0,100.0,61.19673269686368,59.680283170074446,100.0,100.0,100.0,61.54412861463593,40.20136163094971,37.089620369768674,358.96649625092823,90.28157752898417
San Francisco Art Institute,36.329251382195494,87.83056927936107,10.324294169494712,100.0,17.398162420455378,100.0,1266.8321611161255,453.18544412800526,87.72510550152592,3735.331584555336,105.51062723897775,100.0,100.0,100.0,100.0,100.0,100.0,417.67765045403536,1201.8370048327365,100.0,100.0,100.0,100.0,318.0361557869977,985.9330023892123,100.0,100.0,100.0,100.0,100.0,111.79606035389284,100.0,332.367096050261
San Francisco State University,43.44069253664548,84.53662652439672,62.14287511427749,100.0,64.36196661095657,100.0,3.7307765104069723,66.41439538455394,21.484759732135064,136.38298416504605,33.4549984375127,100.0,54.553944179099304,100.0,100.0,100.0,100.0,89.52339456809764,73.6538121274503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37.64620852074633,67.8530101539105,100.0,82.4743888926636
San Francisco Theological Seminary,100.0,80.77265477488118,95.98510523676023,100.0,100.0,100.0,800.7110286023401,100.0,591.1857287364028,104.23397999282442,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,136.65276554197527
University of San Francisco,71.0490258918994,77.10712687389812,42.483287602407,100.0,74.51528474482261,100.0,178.16719706888054,12.981597411034599,63.29849003855986,368.9393844856595,41.810161425980525,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.9484861107232
William Jessup University,60.99241449505332,73.91090142856996,93.13588642388324,100.0,100.0,11141.136472346316,100.0,5.5211472379736835,263.2046716958993,66.27195403057543,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.8581779745152875,21.201471439229053,100.0,438.5072842835005
San Jose State University,241.05352957944066,8.723780545786703,59.0882668955752,206.8627788166311,70.96563065561365,100.0,41.39114280681046,41.488567843236844,45.74978157564875,92.3605346054959,56.387494487033905,100.0,199.04793725084252,209.37804749545597,100.0,162.11195690587238,100.0,70.45469918243003,100.0,100.0,100.0,100.0,214.5343482870469,60.23585988785752,58.68185900991173,100.0,100.0,612.1532414046346,100.0,66.25191759458501,43.03883893278037,370.3317357563318,125.94662342246946
Santa Clara University,51.331592438749894,168.34301074065928,283.6329849295881,100.0,30.317233376891785,808.5514293569007,34.805874958630966,70.57241389478499,70.8511456724596,53.201545884266274,14.452739870994122,100.0,55.795745950843724,100.0,100.0,100.0,100.0,64.08465973970765,100.0,231.27687496406844,100.0,100.0,100.0,70.99756815264003,100.0,100.0,6.33104793168825,100.0,100.0,22.26983853594299,19.183295595234835,100.0,111.12496881231411
Scripps College,100.0,25.85128157017745,63.959312423273104,100.0,434.3457493135528,100.0,100.0,62.698351009860176,426.22877588030263,534.7917632414543,149.43883922275296,100.0,1262.8084628502868,100.0,4434.9953933266615,100.0,100.0,214.16602137722856,690.0533313177352,100.0,100.0,100.0,100.0,153.6960128378063,559.0264241533819,100.0,100.0,100.0,100.0,778.2522049618252,992.538121578857,100.0,390.0890639082861
Simpson University,100.0,78.57395781504857,83.89356966293175,100.0,100.0,100.0,100.0,27.782717816820586,131.06738462565426,309.659600711701,100.0,100.0,100.0,100.0,100.0,100.0,100.0,508.2362799607976,1429.5705662399978,100.0,100.0,100.0,100.0,391.16425262321053,100.0,1054.5644095838322,100.0,100.0,100.0,100.0,100.0,100.0,197.32852309499984
Saint Marys College of California,903.5438290269166,96.67467390693803,93.93758475564577,100.0,442.6301273665123,100.0,100.0,15.822298916205865,398.883914998569,198.44140464316692,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,901.8915650565079,643.6042486133688,100.0,2523.725303624227,100.0,100.0,100.0,100.0,100.0,263.09859221587686
Southern California Institute of Architecture,100.0,100.0,100.0,100.0,100.0,100.0,363.5395746000732,100.0,2.9881761608405872,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.20399221127855
Claremont School of Theology,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.05983148786474,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.28311973399578
Thomas Aquinas College,100.0,82.14335700839933,91.61047879504916,100.0,100.0,100.0,100.0,100.0,96.95016375090943,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,677.7139892913882,100.0,117.13806215142957
Westminster Theological Seminary in California,100.0,100.0,100.0,100.0,100.0,100.0,1728.6088730286356,100.0,91.35009347802703,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,150.62371770333323
Whittier College,566.7332225161134,280.5229116083283,25.39408566726818,100.0,234.92004374294982,100.0,62.47396812977433,100.40106339672943,162.3115168801778,215.77629008935028,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1447.1864095099945,100.0,3792.085273677095,100.0,6016.922671254215,4392.115086702313,127.16131917584394,100.0,967.9619819797479,100.0,100.0,100.0,381.98319498729524,43.86277299286835,3258.5907190297667,736.7625791043697
Thomas Jefferson School of Law,55.42325356236487,79.7265675537086,94.77059232726442,100.0,23.226628688956474,100.0,67.59681997207362,141.17306228241233,87.06922778318543,90.01080529763013,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,69.47138715011216,100.0,100.0,94.01463576930337
University of Colorado at Boulder,77.54552742305371,85.58269466791454,54.27799896116747,100.0,74.02739417510281,100.0,43.71806679802807,51.856470752497465,89.93569109060994,80.85731796129055,103.09505246258503,100.0,100.0,100.0,100.0,100.0,100.0,14.734523310554659,114.42253242276857,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.31416468829914
Colorado Christian University,50.711151074033225,85.71498245881398,86.37053801009726,100.0,100.0,100.0,89.70482868781396,100.0,69.83526842922025,40.064265565288466,75.23304266212297,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.23777922925728,100.0,93.27724550364523
Colorado School of Mines,14.044591445883622,48.068454257549675,24.732828399595544,100.0,69.1585905933506,100.0,100.0,41.86955431534665,58.66778808058696,16.02337406125028,35.2129137824707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.545169464305282,44.35952937069408,100.0,80.61508730534479
Colorado State University,100.0,100.0,98.71059950202783,100.0,11.66094954259001,100.0,67.85920325588033,42.18644500334533,61.32214912121534,12.54585369901062,634.5465478398768,100.0,100.0,100.0,100.0,100.0,100.0,94.76945439890599,100.0,100.0,284.5718361585818,100.0,1455.1123624662653,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,155.1026687808656
Colorado Technical University,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.72799443357789,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.7414998260493
College America-Denver,100.0,100.0,100.0,100.0,100.0,100.0,956.2061483781088,100.0,100.0,259.23816605901015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,131.73263482615997
