,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
George Fox University,88.95347034627427,73.99370223977371,93.3353943620164,100.0,100.0,100.0,86.15598647543149,100.0,59.437202240961895,52.913566758733324,66.69563993149562,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.60836591940969,82.83852190545282,100.0,92.46662031811093
Lewis & Clark College,100.0,735.7161081830438,248.49427812306382,100.0,421.36719035155704,100.0,85.4083549448879,58.005029901333586,12.966395860171673,30.518998167123375,426.5439101653995,100.0,667.139016598644,825.9116409356585,100.0,100.0,100.0,342.118278646381,1011.8230334069915,100.0,100.0,100.0,100.0,257.0202913847989,641.9456170387543,100.0,161.7873005658177,100.0,100.0,330.58665799485544,316.03011440599806,2011.4246765261744,312.0252154125204
Linfield College,100.0,45.5077930890266,95.97506203806383,100.0,1586.1298155914715,100.0,100.0,100.0,71.46878559235758,178.2066043870556,555.9209159367902,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,160.41278051983642
Multnomah University,100.0,86.24077016224497,100.0,100.0,100.0,100.0,35.54445548858266,85.50400960458656,46.04171663234098,1609.9706792821366,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,142.60317597405913
Northwest Christian University,100.0,95.86793039337932,98.05864486390958,100.0,100.0,100.0,3.2159504585802474,30.36351879502756,11.40490960150189,426.6930061244416,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19.97657638509225,100.0,99.54939176943539
Oregon Institute of Technology,90.672931423619,70.30644969147436,73.58333631343405,100.0,83.93623231206705,100.0,88.31089332454326,100.0,70.64376066837667,44.34000832157302,68.72197512998443,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36.12309368718573,85.50981275771844,1591.4246603373515,137.611661061479
Oregon College of Art and Craft,382.5664972428366,74.17994525758783,91.91270547040111,100.0,100.0,100.0,100.0,100.0,469.5655126181899,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,119.31952064340673
Oregon State University,59.09737948991809,52.136190409239255,5.809441725887232,100.0,38.68630687543278,100.0,82.91299170320934,23.50296962521107,25.10156779592665,51.10302460215838,82.69328738292232,100.0,0.18556896464451647,100.0,232.15084677866886,100.0,100.0,3.5452639762073357,42.13513791355868,324.48158757995947,100.0,100.0,100.0,81.41886855884184,51.73177349768112,100.0,100.0,100.0,100.0,5.587941815832777,8.213078650394253,174.7228966346934,82.66300387438712
University of Oregon,11.031520058419673,147.14732796856362,137.88764081930827,100.0,59.85356950628839,100.0,26.07669407852407,12.396084236633746,24.23745532330727,47.89934092400207,851.9473517345565,100.0,42.84657217705924,100.0,90.18852535430571,100.0,100.0,34.12256558177668,33.73352561473994,143.05681579575534,100.0,100.0,100.0,68.08150854515287,72.36176601994079,49.980135233711565,60.99261994471365,100.0,100.0,14.060756814328279,85.97057327078753,214.61092511880483,104.01510231627125
University of Portland,10.52519367513851,18.014238540563564,117.7274654455849,100.0,12.482303348789573,100.0,100.0,54.69900050119795,10.685796243654215,139.84272949353894,69.706892224527,100.0,100.0,100.0,100.0,100.0,100.0,128.92341484494438,91.89610397927586,100.0,502.6783358359947,100.0,100.0,84.86072216461218,60.07097015020059,100.0,100.0,100.0,100.0,92.6749855646222,53.170590478075816,100.0,98.373710702835
Reed College,100.0,1413.615084571597,140.49810691302173,100.0,2249.1874586597733,100.0,6.839438832067174,28.118951580533174,287.57123672102153,578.3161384273259,3498.3111311554617,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,248.5450972264847,100.0,719.314032410548,538.9320322274608,100.0,100.0,4434.493844925198,2416.3895594316273,100.0,576.8791285338164
Warner Pacific College,100.0,89.6287646222947,100.0,100.0,122.55711613668616,100.0,100.0,133.04426311203815,103.35951357079023,560.9831946629695,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.92415162827433
Willamette University,107.35143581325094,589.0465921619721,262.5155709246692,100.0,920.3313896495479,100.0,44.315231537073096,73.28973557905427,105.8869806498981,379.80253158526864,10.693259777139277,100.0,100.0,100.0,100.0,100.0,100.0,349.9242114084787,465.7265551912712,100.0,788.3743123250874,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,427.44971171187734,429.2193011092725,100.0,211.06021310699563
Western Oregon University,153.33710273938942,162.25115584113124,11.961587366307933,100.0,93.91817991607812,100.0,100.0,87.3090107926455,71.39104460180414,94.00076014337986,57.567216166398104,100.0,100.0,100.0,100.0,100.0,100.0,220.66230538519972,100.0,100.0,955.2449642699452,100.0,753.4293648533181,56.84301568377658,12.108947763982679,100.0,100.0,100.0,100.0,10.846718055278666,63.989629755641616,100.0,140.77690635419617
Bryn Athyn College of the New Church,603.9146626448214,76.46034895278663,77.88090385066972,100.0,506.16696018994867,100.0,100.0,100.0,638.5059638126324,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,143.84152623283933
Allegheny College,20.95003640440525,238.1366842654932,203.8799269926233,100.0,611.7227678074695,100.0,74.73665195815755,45.41657799408766,177.57992891264513,48.44438938554811,143.1028077885933,100.0,100.0,100.0,100.0,100.0,100.0,1124.7433823306349,669.9850742752885,2724.205182179398,100.0,6557.913493308027,100.0,641.755532993388,542.2864002164969,2224.828634364616,100.0,100.0,100.0,866.3879307249238,244.48971937952865,100.0,580.0176600400414
DeSales University,100.0,68.1830925447354,16.52458726730995,100.0,32.147367395193235,100.0,100.0,53.87523228285254,42.97990382401431,78.19606176122981,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.12760759613122,20.5317152517777,100.0,86.01767399760139
Alvernia College,100.0,100.0,100.0,100.0,123.49223007003359,100.0,62.628380164311416,100.0,870.0163352152925,10.626739162779906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.83636514413804
Arcadia University,68.52025228212874,49.62604389249365,11.228635881478839,100.0,8.433501924745746,100.0,97.2592600650953,43.22849345066462,94.0318878740072,46.3263455280898,5.091201877319128,1999.082559166921,100.0,100.0,100.0,4141.896004983153,100.0,378.1471817750089,300.8090713369908,100.0,529.4003345879175,100.0,100.0,350.4668323875916,568.6732618692655,100.0,607.8018826391356,100.0,100.0,273.69048206818735,307.5480549223206,100.0,349.41441526601614
Bloomsburg University of Pennsylvania,79.05465803017381,32.0858810369694,11.063159209163773,100.0,6.2085935725807655,100.0,52.750620160917585,51.09379267903053,41.21788110741577,82.1438682139402,74.74062053558066,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.49400666689237,10.635677580506384,279.8349678341189,85.66636645710281
Bryn Mawr College,100.0,24.805043994589614,32.735997783512325,100.0,412.8011191914775,100.0,100.0,57.042808239261824,87.42691847838115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,484.3209920981827,658.9456564033868,100.0,971.1423053294611,100.0,100.0,161.00894631682496,1232.1957222568337,100.0,197.5757971903722
Bucknell University,100.0,152.06349723997027,489.9030495774216,100.0,572.072770959548,100.0,85.82473741838267,226.3729214943907,45.36673768098181,22.85906926719175,513.822347719276,100.0,645.2481852332124,1698.9802504195172,100.0,1043.102034120735,100.0,930.8051219624942,1844.1735383470768,1484.661303618636,239.22038725066628,100.0,100.0,38.73299023462777,100.0,100.0,408.6340453098056,100.0,100.0,612.6585370666243,655.6005119055875,100.0,406.56568865081704
Cabrini College,58.37701371490358,87.0736041714391,212.85404606146395,100.0,258.43093501797847,100.0,100.0,50.12824496974964,71.94430569605733,100.0,966.6633965112014,100.0,585.6132647504335,1555.0254628606776,100.0,100.0,100.0,1164.4264984360245,2284.800470106331,100.0,100.0,100.0,4947.827661725067,1176.3154644058327,1889.2916893497804,100.0,835.866078651229,100.0,5213.50280181586,28.735712254613798,100.0,100.0,715.2148953280825
California University of Pennsylvania,31.66120095944657,20.534398114728287,4.179998947435935,100.0,17.69813665139116,100.0,69.41239570167053,38.37789597179709,64.15147081777229,87.51580658096651,47.16838948136586,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.424685463763943,1.41485339369962,100.0,78.07935100262618
Carnegie Mellon University,89.99159951708079,48.323632269250595,71.06657360839158,100.0,129.82943886218953,100.0,49.82806872813683,39.83518349038388,14.189963966444544,71.55909919444599,30.756113456460394,100.0,9.90549121141164,100.0,100.0,100.0,100.0,1.3453374927928863,91.1446879631539,133.69795784664788,100.0,100.0,100.0,59.08069891054269,100.0,92.37543632547242,100.0,100.0,100.0,94.20528773865546,71.0354709908894,100.0,81.19281379913595
Central Pennsylvania College,173.412814372924,49.948705962573655,62.66469793801834,100.0,17.722945237922527,100.0,100.0,269.81055695610036,61.35238424594978,249.63109595968214,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.76697502103659
Chatham University,100.0,67.91111979321386,89.24387990794209,100.0,100.0,100.0,73.62783024362518,81.02512643069142,77.92281456124512,100.0,26.886359334354083,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.880320840209656,100.0,100.0,91.17179534722754
Chestnut Hill College,56.574174010350006,58.11195174868495,15.456635717872972,100.0,102.2477215082433,100.0,100.0,41.18524431882666,33.46810491433149,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.84511975682217
Cheyney University of Pennsylvania,1270.7126734958458,354.9119920710314,50.641957736986285,100.0,569.9405233246868,100.0,410.7090355099967,2472.199264724613,2202.8574424610697,57.91181879693094,1240.2974173910297,100.0,2340.903842198264,100.0,8022.555723473321,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,483.5408243084018,245.3224250732053,100.0,675.7032793926683
Clarion University of Pennsylvania,40.203660225838796,23.711857275345476,5.744837467478401,100.0,31.592814836954926,100.0,16.572545355763204,25.81156557530194,41.62177281136831,83.0076567084366,39.906350891970995,100.0,118.88099924124201,428.36437931594895,100.0,100.0,100.0,0.9165624681734195,153.7813160493928,100.0,100.0,100.0,100.0,59.25382156981935,5.846394542768117,100.0,100.0,100.0,100.0,82.00812981765654,27.746488400989517,100.0,83.90534851732653
The Curtis Institute of Music,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1428.3938284093986,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,141.5123071377937
Dickinson College,100.0,361.8214161526614,270.1268246008433,100.0,625.5021258390345,100.0,180.12370673813749,179.0692887704908,380.27941347010994,85.34214952220368,48.162315922137694,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,500.5362676377797,621.2120126163562,100.0,170.38048503967985
Drexel University,100.0,66.47031087601434,45.60457298314104,100.0,51.571031177540526,100.0,171.85345005918884,102.84398986504566,22.033029329872182,36.982426641621245,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.66746284163824
Duquesne University,70.46352180641115,45.39401495063495,151.3890566927242,100.0,34.59583207086012,100.0,0.4732437835004442,50.53782572683826,69.56541612050098,60.43116325825266,49.11428368388547,100.0,100.0,100.0,100.0,100.0,100.0,156.3604463487382,302.92872811332813,100.0,279.6373302285701,100.0,100.0,74.12290848526285,32.77904962838401,100.0,100.0,100.0,100.0,47.984607491359576,86.88949278580813,100.0,97.27084128672061
East Stroudsburg University of Pennsylvania,76.56140463682655,16.004091127052916,19.21650058911862,593.2965006509411,36.240931295538424,100.0,19.22063636412207,52.44641317157911,7.786003522478739,95.00458564620384,147.3288945765322,100.0,100.0,100.0,100.0,100.0,100.0,10.99755294970306,123.82013013140619,100.0,100.0,100.0,100.0,64.06427746309913,100.0,100.0,100.0,100.0,648.0304349128577,11.713769302629574,9.239993056929741,100.0,110.34287873115686
Eastern University,100.0,84.08747161274025,75.16702353249423,100.0,64.0559855231436,100.0,100.0,100.0,56.208650754887834,64.41604155322679,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.12103493062831,13.480491342054396,100.0,91.07927185153673
Edinboro University of Pennsylvania,71.44312915067819,52.02220803481138,50.32314838739595,100.0,11.471038962549805,100.0,100.0,38.19963508041374,67.77708304092815,90.2619828309786,100.0,100.0,88.15535550432607,100.0,526.1214937403846,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.97360796711502,9.011901155953959,100.0,100.0,100.0,100.0,6.124868336951475,64.50808506259469,100.0,95.0122980392213
Elizabethtown College,145.30241801378827,96.87613720855259,287.6334389335461,100.0,304.8747272156747,100.0,100.0,10.59640594682715,35.66077386420006,82.57308510485937,23.26103478194397,100.0,573.4363496235918,1525.6311882307198,100.0,100.0,100.0,986.7233148720428,1461.6299603476205,100.0,1739.1994277973524,100.0,100.0,526.8236566502777,551.3202133469551,489.381886966264,819.2445189531763,100.0,100.0,543.9870277309709,725.7009013719527,100.0,382.1830145925099
Franklin and Marshall College,676.205543078634,168.5054292398796,131.57921207585116,100.0,770.4995691510616,100.0,556.0583000695985,13.939813604726478,387.66267065141926,69.22215507779461,280.96190940958815,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,703.5637655354287,1498.4975224834293,100.0,229.89674657429413
Gannon University,70.79502995409783,17.701373189827617,31.334094299427672,100.0,17.364241228266657,100.0,266.0099714336276,91.22181577875853,70.63653149202432,75.10244546501974,70.64982189917724,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.672923450051995,20.991350684960896,100.0,88.70248746485126
Gettysburg College,83.41710725837852,368.92703831438496,566.8484386709601,1862.0393338928243,685.4078370262846,100.0,16.87025750605872,408.4033331375243,169.6658706959569,71.72580723532154,649.9404539118007,100.0,100.0,100.0,100.0,100.0,100.0,403.7564786824629,216.70713657325115,100.0,894.6659992532403,100.0,1911.090317240145,100.0,100.0,100.0,100.0,100.0,100.0,1183.3273192285258,878.9775123154591,100.0,374.1178200294556
Gwynedd Mercy College,100.0,95.29206979055732,99.41015743601785,100.0,51.541740047487174,100.0,100.0,68.26348781551161,56.93251731018438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,969.1788738912023,100.0,100.0,4122.182415443621,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,248.83753942920566
Haverford College,100.0,76.45346852865883,72.74957522048555,100.0,1182.6510595323666,100.0,15.15041034905492,22.099186445985648,392.7771771574256,42.2817013063757,104.12153458135221,100.0,100.0,100.0,100.0,100.0,100.0,157.08927525745256,546.5187975224324,100.0,100.0,100.0,100.0,522.8158327586518,1517.8894046374173,100.0,100.0,100.0,100.0,873.714401153328,846.6401736661526,100.0,255.40474994116062
Immaculata University,88.49284100094705,92.61161783133882,24.21089874556301,100.0,48.638605523647634,2110.741715025975,85.57870482350813,100.0,68.30933031291966,80.38004365206946,100.0,100.0,100.0,100.0,100.0,100.0,100.0,599.1308437342417,1218.6116922300598,1512.1654383943933,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.47705315813737,43.016757865571485,100.0,248.13642319682413
Indiana University of Pennsylvania-Main Campus,68.98554146238993,75.5466802629807,35.07274372648055,100.0,13.674753014774202,100.0,42.56803564261357,43.18154801803317,61.68739202271535,92.6748129683553,65.45917090796247,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.4348312234234,100.0,17.420216925574465,100.0,100.0,100.0,3.961397751091812,86.65103426523098,100.0,80.9161924434883
Keystone College,2.8974997938497737,30.491774614443436,48.30280532822843,100.0,55.69557790796031,100.0,100.0,30.411853966267227,314.94826268067754,100.0,55.11366423243172,100.0,100.0,100.0,100.0,100.0,100.0,1267.5500589040143,882.5901013778841,100.0,2214.478074961199,100.0,6139.447143749566,100.0,100.0,100.0,100.0,100.0,100.0,47.14759063636411,339.6087659327157,100.0,416.52134919017504
King's College,17.21888097330835,14.958186461980599,82.98781907811991,100.0,57.22846934911665,100.0,211.23519348845662,19.43193149078855,54.40422610624095,15.313835055019148,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.09506232796133,80.04793971429099,100.0,89.2787982514151
Kutztown University of Pennsylvania,10.889463885453097,20.806902515936734,9.799753625416274,100.0,149.33766374740893,100.0,45.95544180845902,55.55970367823099,59.60461132713403,84.24425437346534,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,920.0849354772433,1274.0096789484876,965.7251893181436,177.0309202051412,100.0,3832.198752253896,100.0,5.278403743290854,100.0,294.07892734086585
La Roche College,125.26124897887767,10.357603592974735,62.330840021561116,100.0,142.4759949399848,100.0,100.0,52.341045419843205,99.4041849372906,75.99529197318802,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.432170303302314,100.0,100.0,94.67494938021946
Lafayette College,66.98636469958147,112.41169566820315,128.9166853487743,100.0,212.72189114021808,100.0,37.93871542633975,4.191088237958285,575.4013988930469,57.783275380959466,696.2667238897717,100.0,443.8001522659772,1212.697908543691,100.0,100.0,100.0,652.168194954193,530.5084442611429,2212.623030214156,890.1029047439276,100.0,100.0,1013.5528402437636,100.0,5135.187498560576,100.0,100.0,100.0,431.3245902367928,156.44378677715025,100.0,495.96959967144454
Lancaster Bible College,100.0,97.94481427048581,97.63969238630375,100.0,100.0,100.0,100.0,100.0,54.47623106455248,56.33939514283156,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2221.866885873857,163.38334433556344
Lancaster Theological Seminary,100.0,100.0,88.62446483748728,100.0,100.0,43368.47278134407,1601.3430540266422,100.0,196.72114617471837,2600.4270687940125,1264.299487543739,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,209.90828722096154,1306.0258609818259,100.0,1657.369442216358
Lebanon Valley College,100.0,36.7240264007258,85.84795696256067,100.0,418.1246280949578,100.0,100.0,100.0,100.0,29.250413245502017,400.4137178741855,100.0,100.0,100.0,100.0,100.0,100.0,530.2666708881129,100.0,100.0,2388.9201609260103,100.0,100.0,408.9542806950471,561.0555599832221,1096.3828708165893,100.0,100.0,100.0,42.08973141911633,705.8103203158171,100.0,271.9950105506827
Lehigh University,35.8269433672693,63.56535441778163,196.83007406850894,100.0,20.571185621234918,100.0,38.91520804124538,10.571047804157818,29.613093890872612,90.05304934755618,64.82247610312712,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.44420233872506,100.0,100.0,100.0,100.0,1389.4904197386443,12.101507718807992,36.55653296229314,100.0,122.41753423188202
Lock Haven University,49.81003454926101,9.813675397861003,31.09745535093672,100.0,159.32261738946593,100.0,58.066434601126424,69.82864477574425,54.67807804586526,78.60625434721366,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27.056241305432376,219.5164335978147,100.0,100.0,100.0,100.0,2.60072583292661,100.0,100.0,276.1630319065814,100.0,100.0,60.406654836950466,146.9153416402008,100.0,95.12130073679316
Lycoming College,37.31206531080879,376.29091508601175,266.3905559553051,100.0,304.8717496701725,100.0,17.84505761568167,182.6331810746471,64.42125758937371,6.884291965121577,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1090.212020263274,2893.1020785164033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,458.117986136938,386.9482324696022,100.0,252.65716848916685
Mansfield University of Pennsylvania,103.29735045666402,44.904712830702124,47.11131608547362,100.0,175.10508188543906,100.0,45.40396672487187,30.940158805212253,50.48679502668715,87.62048557915134,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.22021985205431,54.88068411001821,2533.3656797470676,166.66676409697942
Mercyhurst College,43.52162909440743,56.18224175380953,195.31319201529487,100.0,70.22465191862663,100.0,29.218736094289337,1.8547617502781777,88.87146532416659,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.28708368596476
Messiah College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.22387894360102,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.25699621698753
Millersville University of Pennsylvania,35.04012635540286,71.78092724754421,60.61885094876309,1082.4403266414286,5.333406592058897,100.0,49.901126766338756,5.378398509385204,15.334302918262887,65.92061621735526,84.93472548405887,100.0,64.6181779025418,100.0,447.7972134723002,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28.134604790296112,6.843772504790577,100.0,119.502393010954
Misericordia University,14.518677445345215,28.385998804822982,90.12170500174055,1593.6893423395413,84.9055066859838,100.0,100.0,3.263182171545062,69.96343067227879,51.185791108706155,56.84197449600919,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21.571297880581703,100.0,100.0,131.70146583145487
Moore College of Art and Design,100.0,59.19793818483014,82.96010370718261,100.0,27.035458495654336,100.0,1386.633093847697,511.2217161457022,88.88822045189326,1127.9719798425444,100.0,100.0,11065.433030339022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1458.8906577598812,100.0,100.0,100.0,46431.41548256852,100.0,100.0,100.0,100.0,2013.7389900419664
Moravian College and Moravian Theological Seminary,85.28237464441867,36.80040593983253,41.671691197172734,100.0,219.10701616298755,100.0,132.20430133696954,275.91166850693224,21.492122843191787,100.0,179.30540689871813,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,105.99296836031948
Mount Aloysius College,6.049541825844869,69.21033335235266,17.49769290331984,100.0,82.03448512960718,100.0,100.0,36.46261360618618,204.94261046951442,100.0,41.626374332761515,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.486322111426269,100.0,100.0,89.41593667909416
Neumann College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,213.66843332312922,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1716.4655601927013,4467.981797531843,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,290.56611847023976
University of Pennsylvania,53.63263082228954,31.46463445536473,33.04733959285082,95.93040756191064,46.880417367230045,100.0,476.9462727870976,101.58461003860317,54.394446939178565,48.23257406160103,10.132603616724625,100.0,118.21790723363898,163.38185934551922,81.54003864493414,100.0,100.0,87.42364507234703,68.37343814945537,100.0,100.0,100.0,100.0,59.37726063191738,100.0,90.98119964429925,100.0,100.0,100.0,18.34446572932477,22.820047621729344,100.0,92.58455622862552
Philadelphia University,87.18805718247663,30.247256473633062,124.80593155433819,100.0,32.39405588135982,100.0,140.84764428523872,3.974461911845839,88.1815417866669,12.621435461983785,22.74613473237308,100.0,100.0,100.0,100.0,100.0,100.0,386.50281493390094,100.0,100.0,668.4789441459765,957.8848443881848,100.0,214.28942911659092,512.3225084512892,269.39515368681043,100.0,100.0,100.0,21.03107874630251,0.47920799390574903,100.0,158.54345314790243
The University of the Arts,58.21176942689369,122.21229609691753,3.0754601817307026,100.0,48.90924687193043,100.0,296.5563745991662,310.15292881330004,84.14127992437247,100.0,100.0,100.0,1203.0310585566403,100.0,4236.075104462493,100.0,100.0,50.19281672991413,277.6994554576089,100.0,100.0,100.0,100.0,142.5680447186667,100.0,100.0,100.0,100.0,100.0,8.352139694329768,115.06793652638227,100.0,273.63268475188585
Philadelphia Biblical University-Langhorne,100.0,86.85723618625892,93.41352895150378,100.0,100.0,100.0,269.4061403096024,254.38544358712912,235.01485082950438,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,113.72116249574995
University of Pittsburgh-Pittsburgh Campus,65.51211996114891,22.612818746886802,11.773805693314014,240.04208550501323,2.70831375969113,100.0,85.49347375672302,32.16748004851206,56.09083416806602,43.64752222991477,26.348870852394562,100.0,52.659675702188316,14.276438571356909,100.0,100.0,100.0,23.60698353038058,37.2217077333223,100.0,100.0,100.0,248.5431376426386,100.0,100.0,100.0,100.0,100.0,100.0,8.254671628673988,20.552950729879832,100.0,77.85977782062828
Point Park University,140.29697536992825,116.0578042257404,7.726461287973035,1136.1406442412745,277.86964707468604,100.0,371.3669420396877,107.25848991228769,78.07778366941895,28.74581410111366,5.503232292307782,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.982957910479036,100.0,100.0,136.75083600390303
